,attr_conc.mean,attr_ent.mean,attr_to_inst,can_cor.mean,cat_to_num,ch,class_conc.mean,class_ent,cor.mean,cov.mean,eigenvalues.mean,eq_num_attr,freq_class.mean,g_mean.mean,gravity,h_mean.mean,inst_to_attr,int,iq_range.mean,joint_ent.mean,kurtosis.mean,lh_trace,mad.mean,max.mean,mean.mean,median.mean,min.mean,mut_inf.mean,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,nre,ns_ratio,num_to_cat,p_trace,pb,range.mean,roy_root,sc,sd.mean,sd_ratio,sil,skewness.mean,sparsity.mean,t_mean.mean,var.mean,vdb,vdu,w_lambda
kc3,0.35563895881904506,2.069567085688224,0.0851528384279476,0.5374451269071595,0.0,35.94204908313221,0.03005226775088106,0.44931097622048255,0.5770694818837563,247505.61028716865,50723629.43109486,6.591587504127116,0.5,2.560178629506944,41173.185651866894,1.2521476985177213,11.743589743589743,52654.35735880636,203.51615384615386,2.4507137576437374,18.61885817608378,0.4061676908368733,50.867435769230774,16179.20153846154,395.4946411376106,36.362692307692306,0.29435897435897435,0.06816430426496813,39,0,0,2,0.5614035087719298,1,458,0.0,39,36,0.3114386363618641,29.361449559338382,,0.2888472644362528,-0.22632596526056722,16178.90717948718,0.4061676908368733,0,1244.9923289626024,1.8188237022982194,0.6075973002829398,3.0808548835261225,0.03398127489335103,71.66558342623559,50723629.431094855,1.7407423127596562,0.0,0.7111527355637473
Thoracic_Surgery_Data,0.01307561112300061,0.9789927060209338,0.03404255319148936,0.2953931854852931,0.0,0.8542450164008936,0.004992759663795565,0.6071716548713029,0.07398456726005122,0.2009178659778615,13.572429705858998,96.99969301833787,0.5,4.232692582300428,1.7648891255355585,4.162276555331497,29.375,13.253694657976176,1.08296875,1.579904839485746,36.376966047102655,0.09559881241967061,0.6597569999999999,12.5375,4.7527473404255325,4.5975,1.4625,0.006259521406490602,16,10,0,2,0.008333333333333333,1,470,0.0,16,14,0.42085932068995974,155.40056842138122,,0.08725713403114876,0.018479302907803405,11.075,0.09559881241967061,0,1.6169615693965396,,-0.04505428657280902,3.6230649670365453,0.3588375950551008,4.587180851063829,13.572429705859005,10.372268986770008,6.137274886337505e-08,0.9127428659688512
CPMP-2015-runtime-classification,0.11741558317408798,2.2472865928395938,0.04174573055028463,0.4298346607605223,0.0,40.13277933215739,0.08748032970712631,1.8800596155195604,0.32195028941403003,1.2763695296425699,13.13318395082532,9.972057051769447,0.25,3.577115547146104,19.020787555155735,3.2153045588743425,23.954545454545453,22.47734372567203,2.9328355227272733,3.9388134306424476,0.012497525414512767,0.8834245436358913,2.0855704547999996,9.309808863636365,4.069849398462997,3.918864681818182,1.4298402272727273,0.18853277771670607,22,1,0,4,0.24675324675324675,3,527,0.0,22,10,1.303158021781998,10.919872077715958,,0.6149872687765627,-0.18207834882596666,7.879968636363636,0.609335428479241,0,1.8089946009351114,,0.022106558149716158,0.45986310166106265,0.07238462471331335,3.8544615802695734,13.13318395082532,7.883202138088731,2.2464770949016925e-07,0.48189836483900816
FOREX_eurhuf-day-High,0.34932727185455836,3.5849544659837593,0.0059978189749182115,0.46392604375819885,0.0,2.149550178028036,0.0006660239043690243,0.9988879546828084,0.7790107191826394,3830792.1953418213,37269519.076076835,188.28829745070752,0.5,222.60232350846192,1386.9990144602139,222.46469783398004,166.72727272727272,18549.391312371114,2547.534095454546,4.5785373222180334,8.701424074210006,0.274254436212061,1687.5544285663634,43146.0599,2821.556501933181,2101.3726363636365,200.32118181818186,0.005305098448533743,11,0,0,2,0.6727272727272727,1,1834,0.0,11,10,0.6923763694836791,674.7564446282032,,0.21522737407713424,0.000805833458255076,42945.73871818181,0.274254436212061,0,2656.829618757636,,-0.0014240473305212797,0.3349962463276799,3.707478876330353e-05,2267.083629244349,37269519.076076865,19.477903094430623,4.423201375756013e-12,0.7847726259228658
breast-tissue,0.0474504239333122,1.999743186071085,0.08490566037735849,0.39848970501294023,0.0,3.373917715660417,0.0948196578844444,2.5646078191172523,0.1172590227853722,102.59054856743538,885.01198961765,11.150629738281209,0.16666666666666666,38.774378151001635,53.41810526699163,19.543107157920094,11.777777777777779,124.0386061182197,50.611111111111114,4.33435432524185,-1.226232247120231,1.6117928104282424,37.8063,102.77777777777777,51.58595387840671,51.05555555555556,1.0,0.22999667994648781,9,0,0,6,0.0,5,106,0.0,9,0,1.7776506790631137,7.694661099179149,,0.998027516718362,-0.11908733829004206,101.77777777777777,0.973484791196814,1,29.72747790834401,1.497518247618143,-0.02344566061259607,0.017817448281780158,0.00031357647272434213,51.46180555555556,885.01198961765,4.96135208717319,0.00021628364243799264,0.28786258356606276
analcatdata_authorship,0.020774904428853908,2.8939566006532362,0.08323424494649227,0.9360618658181404,0.0,186.6433773166483,0.05577091822684962,1.7874160492261657,0.14842389025036848,5.460666436075887,50.91796848584857,6.827544002189523,0.25,4.390547753420648,61.45022808972294,4.016060453824013,12.014285714285714,86.70974380511981,7.1571428571428575,4.419577771859875,2.3253142913452103,24.31967403030496,4.998479999999997,34.4,10.12524205877357,9.2,0.8285714285714286,0.26179487801952794,70,0,0,4,0.007867494824016562,3,841,1.0,70,68,1.238942395008713,10.054290376289824,,2.630175386465062,-0.4840530105920647,33.57142857142857,11.871770817138547,0,5.356526083946353,,0.19940567854117708,1.110728918783191,0.0488234358962868,9.431145685997171,50.91796848584856,1.4891706658159616,2.08546904335478e-06,0.001570872021763097
FOREX_audchf-day-High,0.47024675088157847,3.5849505143230673,0.005455537370430988,0.4129711711957355,0.0,8.531683990807318,0.00040489547398700726,0.9998658121804672,0.6747656172091306,40024144.62918396,369987816.3526553,310.29234373096256,0.5,0.6402131183215305,8283.413676273469,0.6362239604909312,183.3,65644.36286889357,9886.972159,4.581593991720284,0.08026163412150282,0.20561118679467352,7184.640231039596,76112.90423,23761.503290022916,22447.774903,0.532742,0.0032223347832500693,10,0,0,2,0.6444444444444445,1,1833,0.0,10,2,0.6930541686511706,1111.5319854901177,,0.17054518823877748,-0.0016382114677148255,76112.371488,0.20561118679467352,0,8599.338475777433,,0.0015051374718733261,0.8616398042722404,3.0000103820307583e-05,22736.75046956767,369987816.3526553,11.090153189704143,9.304103747345859e-14,0.8294548117612225
california_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,0.02267141816025533,3.583980975556088,0.004,0.6686527530782945,0.0,0.02259179653912182,0.009380444712694572,1.0,0.16004096054958145,203.20541311883082,224778.35862284605,12.402557667795055,0.5,,9.016102139397015,,250.0,1044.9500776841464,118.83668578031954,4.503352444991249,66.78734215993985,0.8086338892678093,85.00816851110181,4467.137869664879,173.37978431134997,140.8067743213357,-9.652891287878788,0.08062853056483965,8,0,0,2,0.07142857142857142,1,2000,0.0,8,5,0.6931471805599453,43.45053072961476,,0.44709650419918273,0.00017343666224622494,4476.790760952757,0.8086338892678093,0,170.32293212907396,1.099654227522896,-0.0005051180955957664,4.31344711104146,0.0027843581668553453,144.9150781804914,224778.35862284593,162.0542349996551,2.736253445779449e-11,0.5529034958008172
yeast_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,0.008720906375671873,2.4198349137722843,0.005390835579514825,0.44794739028536257,0.0,68.35686728898759,0.13174096998388005,2.4904176362327273,0.08927313518065981,0.0010782703832369473,0.010407774277617125,12.681226661948235,0.1,0.24510121173336774,0.6716503674144975,0.2393417986058381,185.5,0.5065879121972084,0.08625,4.713866372025434,28.517842925653746,3.3468393827004013,0.05745074999999999,0.9450000000000001,0.3811969339622642,0.3675,0.11875,0.1963861779795773,8,1,0,10,0.03571428571428571,8,1484,0.0,8,8,1.7262259629714785,11.321818870694297,,1.9974794191160723,-0.1978231570589099,0.8262499999999999,1.0279311322713618,1,0.09666403434721249,,3.258179791214464e-05,2.906941484070356,0.1150993173930919,0.37107903587443947,0.010407774277617127,2.928163194879475,7.062502747937568e-08,0.0785185212635946
ozone-level-8hr_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,0.16594548536147075,3.4902913248871186,0.036,0.4199392486263031,0.0,28.252643613530132,0.003499785680912399,0.3392404417949341,0.3557356052635264,25.362653417131295,218.0817792517685,12.489083268990282,0.5,,60.884958803377714,,27.77777777777778,148.38663660116572,10.150590277777777,3.8023688088821594,1.5804825235083206,0.21410641965684707,7.426545754308332,316.29069444444445,296.51350858420136,297.03922444444447,269.4766666666667,0.02716295779989311,72,0,0,2,0.2863849765258216,1,2000,0.0,72,60,0.23514355576206883,127.49452370392642,,0.17634897253682402,0.0423818309685487,46.81402777777778,0.21410641965684707,0,7.584519491700263,1.1720154935537692,-0.07582973451806767,0.09808621275288766,0.007466097929055417,297.0625958573264,218.08177925176852,3.2098293638483755,3.97107389505933e-08,0.823651027463176
diggle_table_a2,0.38871964310285734,2.5836486639173604,0.025806451612903226,0.523710809556685,0.0,1012.9393211160186,0.46759242918812,3.120903063728351,0.709779452819412,1091.6164047472041,4343.032890834254,2.125151794592032,0.1111111111111111,136.4113593152615,55.76224643811849,127.19194974731826,38.75,263.69266674686185,72.387384375,4.235996365308653,-0.7979416806647208,45609279.62926831,51.79128588375,224.7454,144.80141233870967,150.15974375,76.3031875,1.468555362337058,8,0,0,9,0.75,8,310,0.0,8,1,2.1632451594242017,0.7593130842583583,,3.3331035421401376,-0.43863650026434614,148.4422125,45609266.13393311,0,40.984187821722,,0.4332838314573887,0.11456525506874095,0.004556145818876092,144.47200356182796,4343.0328908342535,0.7576028653803024,0.00010994111624417815,2.2187086307594474e-10
bank-marketing_seed_4_nrows_2000_nclasses_10_ncols_100_stratify_True,0.03558310649454884,2.7009858330923353,0.0035,0.499117311843519,0.0,18.855535711058124,0.013367239485892373,1.0,0.06791749767291184,2086.1742124752845,1446206.6152781036,17.946242094014487,0.5,,615.1310209142438,,285.7142857142857,2338.8080853161205,290.17857142857144,3.6452638610626855,43.813036078983565,0.3317673365012391,145.083,8909.857142857143,284.8029285714286,121.07142857142857,-261.85714285714283,0.055721972029649854,7,0,0,2,0.047619047619047616,1,2000,0.0,7,6,0.6931471805599453,47.47254565317845,,0.24911809098190058,-0.01225503443431411,9171.714285714286,0.3317673365012391,0,521.1054305869573,,0.04486203479301067,3.889107715942172,0.019330814514964434,154.4622619047619,1446206.6152781036,5.360602781417199,9.654134716566431e-11,0.7508819090180994
FOREX_cadchf-day-High,0.4736587150308337,3.5849518671573235,0.005461496450027308,0.3966510027919719,0.0,1.177495446770774,0.0004752788327011093,0.9992508874755365,0.6663249816571248,31061465.51415259,281411607.6867485,264.3028633189505,0.5,0.6463685026747314,2691.788716314567,0.6436526108336588,183.1,57754.45973391434,8665.147979000001,4.580422050652102,-0.5891637033917871,0.18670700842985302,6058.9656516144005,51246.69949300001,19600.06015971436,18177.69945,0.5499259999999999,0.003780703980757405,10,0,0,2,0.6444444444444445,1,1831,0.0,10,2,0.6926279353256912,947.2233693522693,,0.1573320180158769,0.00018430923890961498,51246.149567,0.18670700842985302,0,7502.18140757432,,-0.0006404402700267474,0.6788890376865089,2.7355871263942128e-05,18580.424858827115,281411607.6867484,30.248903058378072,4.363110694598307e-14,0.8426679819841231
FOREX_eurusd-day-Close,0.46158894533625466,3.584956420475525,0.005988023952095809,0.08203573208511272,0.0,0.006382664230945232,0.0003482822654211782,0.999951903488787,0.7025007938802961,538090977.4698025,5401359800.770489,360.80529806654624,0.5,0.8773913074571073,908.9842136241089,0.8743553502463702,167.0,173261.1286122949,13326.026059090911,4.582136879340724,2.482541933468326,0.006775459239931419,9879.289761829086,266058.90465545456,43803.460291797404,38346.01469272727,0.7552063636363635,0.002771444623588531,11,0,0,2,0.6727272727272727,1,1837,0.0,11,2,0.6931138425988033,1292.5334842929822,,0.006729861338740393,0.0002792568415418649,266058.1494490909,0.006775459239931419,0,31382.432581503,,-0.0008576010173079313,0.8899363818422708,1.4073332155404336e-05,38431.61604767823,5401359800.770487,254.65734415525833,1.203668505703064e-11,0.9932701386612596
thyroid-new,0.09479531681323315,2.3136652199356607,0.023255813953488372,0.7704264895433361,0.0,68.8014803615896,0.19180776970840688,1.1851490029117324,0.41358967821852455,15.707982699413169,59.889300934579424,2.4868069927772054,0.3333333333333333,,22.73770607994082,,43.0,32.72326933517675,4.760000000000001,3.0222396409220837,13.952040120545835,4.571385377294474,3.4692840000000005,58.4,25.70586046511628,24.84,13.02,0.47657458192530927,5,0,0,3,0.2,2,215,0.0,5,5,0.8214826899116977,3.854780988504896,,1.2160475405443485,-0.570907388461984,45.379999999999995,3.839204531592141,0,6.690169004353896,2.4861244607021415,0.38350028530166236,2.623060216304431,0.011904148452345378,24.934418604651164,59.889300934579445,1.2444333530707423,4.494923697205924e-06,0.11929789754294018
KnuggetChase3,0.24387698213586945,2.0681422841799666,0.20103092783505155,0.6023138070921487,0.0,9.23901861123716,0.019065011445716606,0.6921053253628725,0.5235744430240002,502356.8114889068,106327736.61257394,16.684380178382288,0.5,293.65635320824185,35400.723610548244,119.88095509481604,4.9743589743589745,62377.06401401457,771.5287179487178,2.7187653777809646,8.846271371253314,0.5693214534562855,289.9881966153846,16178.523333333334,886.3263957176844,256.0314102564102,11.037692307692309,0.04148223176187411,39,0,0,2,0.5492577597840755,1,194,0.0,39,36,0.4797308549257987,48.85609974053457,,0.3627819222138381,-0.14755219277672862,16167.48564102564,0.5693214534562855,0,1796.8826966029835,,0.33574696053826725,2.2302712246109992,0.03307137294155124,362.8697131681878,106327736.612574,2.583352399117659,2.775298125054345e-09,0.6372180777861619
ecoli,0.04676261379505285,1.8753794109758803,0.020833333333333332,0.6097915690809055,0.0,81.17586758649125,0.2917763983844141,2.1887455831912255,0.18400046669721373,0.005298356051375776,0.02482650040613259,4.5188794450455525,0.125,0.27418359042625007,0.7798456130257513,0.2613619698658967,48.0,0.6627534661436246,0.19749999999999998,3.57976916883281,50.86592215732834,10.930268048249895,0.130257,0.9657142857142859,0.49956632653061234,0.4757142857142857,0.16714285714285718,0.4843558253342963,7,2,0,8,0.047619047619047616,7,336,0.0,7,4,1.517122829952031,2.8719043167933767,,3.1523932843292015,-0.6146836457320435,0.7985714285714286,4.448423799759804,3,0.14372869668428684,,0.23824072585013548,3.5733729485778545,0.15044654082495054,0.4885219236209335,0.0248265004061326,1.5753319355303452,6.535538736525105e-06,0.00488375279418293
mw1,0.10839827624391969,2.384393813908907,0.09181141439205956,0.510496411924461,0.0,8.770996366530312,0.012831644033245352,0.3912435636292556,0.4490581235682466,54100.31198338848,9345200.091765856,9.026547332495365,0.5,66.90447063649188,10196.76134459863,19.35608201052982,10.891891891891891,17984.38615278886,189.00216216216216,2.7322937214072303,11.42059177231053,0.35245997849110805,81.88520010810811,5807.04918918919,251.8878418617129,67.43621621621622,1.8656756756756756,0.04334365613093145,37,1,0,2,0.45645645645645644,1,403,0.0,37,36,0.2711893730418441,54.01136790828602,,0.260606586587749,-0.1032085636308051,5805.183513513513,0.35245997849110805,0,556.7656238748069,,0.39901264597120467,2.5005754642936706,0.03978140783191204,92.21046268490711,9345200.091765849,2.350426714042983,0.0,0.7393934134122511
eye_movements_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,0.03662216247894827,3.211334831574896,0.01,0.18537336985769726,0.0,1.6826726597089965,0.0011580737301009653,1.0,0.12672182288540415,11504.858788463944,694255.3640275324,173.7545966214457,0.5,,216.1301187696728,,100.0,4316.804851976142,357.1760887500001,4.205579588148568,27.57805448033247,0.03558614307345041,253.17131495249996,2867.9269999999997,409.11427781250006,363.82568499999996,4.31006,0.005755243426328871,20,0,0,2,0.05263157894736842,1,2000,0.0,20,17,0.6931471805599453,556.9841882766943,,0.03436328625239862,-0.0001480854250712999,2863.6169400000003,0.03558614307345041,0,351.80125029792066,1.024183802311671,0.00016825784315288827,3.308755177042616,0.015498950620527974,364.00206807916663,694255.3640275325,28.95218106549179,2.545095620759753e-09,0.9656367137476014
FOREX_usdchf-day-Close,0.3647671815312863,3.584955468388624,0.005994550408719346,0.09871779405169238,0.0,0.23549923837747033,0.0005294754554320352,0.9990381251962857,0.6353588521826539,53569982.03281014,537315662.7166991,237.11835549877082,0.5,0.6946412505117655,1743.4039515521215,0.6941305693223702,166.8181818181818,77169.9068860547,9916.180503636364,4.5797803469001686,0.4424273705045264,0.009841106441091579,6876.674420753454,74849.06478636364,21400.88418990141,19199.357271818182,0.596380909090909,0.004213246684740374,11,0,0,2,0.6727272727272727,1,1835,0.0,11,8,0.692480459751699,849.877182523561,,0.009745202862432353,0.0012263486680366936,74848.46840545455,0.009841106441091579,0,9931.966400746127,,-0.0017800065368460602,0.08981391689614572,3.1915553429486383e-05,19701.058198133927,537315662.7166991,62.02354983428987,6.357110768305786e-11,0.9902547971375677
qsar-biodeg_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,0.05381810736615844,1.9212987443485579,0.03886255924170616,0.704182247253049,0.0,24.874406710627813,0.02372439863394536,0.9223486063040568,0.1653857250051487,0.47139390861138103,7.936983689426908,13.698431907517781,0.5,,5.792884988618991,,25.73170731707317,21.7844360962129,1.467558536585366,2.7763149280416832,44.40592861158518,0.9836257146133867,0.6465510117073169,16.562963414634147,2.683521574384464,2.2048853658536585,0.3683878048780488,0.06733242261093157,41,3,0,2,0.05975609756097561,1,1055,0.0,41,41,0.6393233359530519,27.534525713569536,,0.49587263734635423,0.02785422899918559,16.194575609756097,0.9836257146133867,0,1.5943960155554693,,0.006006430372593435,3.7878442281591074,0.10363270828272975,2.359163279774978,7.936983689426899,5.077924011291939,7.843887396952588e-11,0.5041273626536458
bank-marketing_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,0.03492745981664636,2.723339003073537,0.0035,0.478204863360191,0.0,17.528436705833695,0.013266297833471814,1.0,0.06544880581879113,1586.9831945972983,1499630.1619741297,17.950667124801807,0.5,,604.1428301254596,,285.7142857142857,2327.2384527199447,283.5357142857143,3.6676307671039483,41.239561224769254,0.29647858103818564,147.9423,12157.0,284.3975714285715,124.35714285714286,-433.7142857142857,0.05570823596958885,7,0,0,2,0.047619047619047616,1,2000,0.0,7,6,0.6931471805599453,47.88575191216267,,0.22867989134133898,-0.009527692516529584,12590.714285714286,0.29647858103818564,0,529.6211502855691,,0.035778362866536,3.6544936609313927,0.018924519949683066,152.72130952380954,1499630.16197413,5.482977980538973,2.9069403005976662e-11,0.771320108658661
kdd_ipums_la_97-small_seed_2_nrows_2000_nclasses_10_ncols_100_stratify_True,0.2078083479497357,2.0269298332456804,0.01,0.7455101144778906,0.0,422.73689839219276,0.09985860731496038,1.0,0.3839422400682,6197995584.02488,44458692947.57622,5.47058834695611,0.5,,787908.927537463,,100.0,1153382.4633369604,50867.7125,2.844134138052053,3.079950731463173,1.2511638388164954,3753.387225,315073.65,68458.69320000001,3666.475,-680.45,0.18279569519362757,20,0,0,2,0.30526315789473685,1,2000,0.0,20,14,0.6931471805599453,10.088498725851512,,0.5557853307888376,-0.14776100349628352,315754.1,1.2511638388164954,0,116310.84756845476,1.8953505252482203,0.16882953347465338,1.2946317067591344,0.04098862698410507,24175.663666666667,44458692947.57622,2.0070016417987127,5.6714238637880615e-12,0.44421466921116237
algerian_forest_fires,0.14751135467755638,2.2603644610521165,0.053497942386831275,0.8439905600197832,0.0,96.55601456819862,0.1328152553656048,0.9882282914687799,,50.70813178622102,248.53573293149051,2.714168133966521,0.5,174.45234922286798,61.17591011366285,172.24653029448575,18.692307692307693,77.15527062537373,12.842307692307692,2.8844928726713124,,2.476085328645357,8.564866153846154,210.01538461538465,178.16429249762584,176.44615384615386,161.94615384615383,0.36409987984958403,13,0,0,2,0.3205128205128205,1,243,1.0,13,9,0.6849876539811566,5.2080890056484295,,0.7123200654025074,-0.22967974119937545,48.06923076923077,2.476085328645357,0,10.266126689704427,,0.23722604607462894,,0.10959320998951338,176.78477237048668,248.5357329314905,1.2508687524372313,2.1749445862854606e-06,0.28767993459749264
FOREX_usddkk-day-High,0.516215681109262,3.5849551032857234,0.0054585152838427945,0.46955924966738527,0.0,0.5453362595387188,0.0004971951979937326,0.9995047485227019,0.718434166932914,73766631.66587996,702115830.13159,252.86755286788392,0.5,4.941517694727417,2892.7231960669897,4.924493143595614,183.2,89814.00305315228,12519.89828575,4.580507170900231,-0.5632765054034453,0.28285041389525994,8969.923121993397,90432.192532,27619.60231875382,25399.603158,4.282707,0.003952680908194317,10,0,0,2,0.6444444444444445,1,1832,0.0,10,2,0.692803898394788,905.9680013516245,,0.22048588894819784,-0.00040769454324605676,90427.90982500001,0.28285041389525994,0,11848.839698599219,,0.0004843568461485402,0.241177788524707,5.427697790041834e-06,25738.878865035455,702115830.1315902,43.26957796870721,2.999844530548988e-13,0.7795141110518021
mfeat-morphological,0.24982278901589205,2.6010475566519244,0.003,0.6018713397624926,0.0,1224.5105471511074,0.4526141720697969,3.321928094887362,0.5727573352912986,6498.553949737279,2353407.43487324,2.681516244088238,0.1,860.9859275544521,2168.300552755149,695.1521016090242,333.3333333333333,4535.95443590596,1006.6428627587497,4.684151123733051,-0.540357257851879,44.991327575540026,708.3668575965311,2969.839272355,1052.6997316402774,901.6869907466667,256.69782190666666,1.2388245278062358,6,0,0,10,0.7333333333333333,6,2000,0.0,6,1,2.3025850929940455,1.0996093460128469,,2.7623470707467823,-0.29401087370503315,2713.141450448333,39.959864183757595,0,630.9070825140196,,-0.01780691026664212,0.5307700993518086,0.1069700579873133,960.9828335317335,2353407.4348732415,17.54591789717054,0.0,0.001517595880891978
covertype_seed_1_nrows_2000_nclasses_10_ncols_100_stratify_True,0.03195550742871812,3.5774710150766147,0.005,0.26873999710008856,0.0,13.160343945431627,0.0032737448391599957,1.0,0.1884202402690229,0.18598196472932274,0.9829823205938031,36.75678059741901,0.5,,0.5071127381260538,,200.0,4.225853384000516,1.3006919041275977,4.550265150369567,1.2038581626269862,0.07784310759716793,0.9296692815569043,7.53386116027832,4.179273759582452,4.101756113767624,1.304978229664266,0.027205864707047223,10,0,0,2,0.13333333333333333,1,2000,0.0,10,9,0.6931471805599453,130.496317194797,,0.0722211860413556,-0.013811627739325635,6.228882930614054,0.07784310759716793,0,0.9913191785185035,,0.009519485837885257,0.28803985943795285,0.005407941972848395,4.127117526828621,0.9829823205938032,11.713076593073014,1.3898461843644454e-08,0.9277788139586444
robot-failures-lp4,0.10121132113558406,1.9779843821201912,0.7692307692307693,0.9778654833223128,0.0,26.889967838891565,0.12468854389050484,1.3446180016388902,0.18826210281494868,6019.632475670516,60896.85887284277,4.57901031417261,0.3333333333333333,,3398.188082879207,,1.3,3541.9511146665554,12.588888888888889,3.0289542132194502,24.44238380260938,223.54482222940536,8.35198,247.35555555555555,-28.19306742640076,-0.022222222222222223,-786.0222222222222,0.2936481705396315,90,0,0,3,0.09188514357053683,2,117,0.0,90,90,0.9320181767661446,5.735898876826946,,1.913224963595656,-0.38496908002783825,1033.3777777777777,212.36280097199352,0,143.90102240719645,,-0.14085598147770773,-1.2200365412751812,0.014255333886302455,-0.5195618153364632,60896.858872842786,2.023593636583156,2.2193596751246903e-06,0.00038473521824448594
FOREX_eurpln-day-Close,0.3091353029850837,3.5849532753342532,0.006004366812227074,0.11198244173078932,0.0,0.40867696611178106,0.0007009033008124103,0.9996896212753273,0.6874890357908977,7430438.5914428895,73741233.65240833,179.2977722400841,0.5,3.077331343505696,851.0840846719167,3.076623628849742,166.54545454545453,28566.485938496287,3566.6589806818174,4.579067313551378,1.9702509383136209,0.012699317552199376,2527.7382261428183,45236.33271909091,6859.584848628921,6109.713199090908,2.8966227272727276,0.005575583058202857,11,0,0,2,0.5272727272727272,1,1832,0.0,11,10,0.6929320424220327,641.9737012096039,,0.012540067255989626,0.0009120709121116213,45233.436096363635,0.012699317552199376,0,3709.1106889210696,,-0.000992547782134357,0.6943079705968763,2.0249211786456504e-05,6254.327805853719,73741233.65240835,46.7995240257934,6.8694915086535e-11,0.9874599327440103
pc4_seed_3_nrows_2000_nclasses_10_ncols_100_stratify_True,0.1814185231587951,2.77851328667429,0.025377229080932786,0.5680919104322599,0.0,26.591266977327134,0.01675339911370053,0.5353247216329435,0.3509771129070362,469154.3929073482,106280594.70562664,10.728397465204013,0.5,1.454861009092415,25643.671109794,0.8231845746621413,39.4054054054054,48282.90249310215,360.8931081081081,3.263940088010266,104.57528281035245,0.47651256542970455,116.14768540540543,41034.6472972973,583.4640334779226,83.70851351351352,0.21675675675675674,0.04989792029696802,37,1,0,2,0.24324324324324323,1,1458,0.0,37,34,0.3710588214839124,54.6839497545777,,0.3227284186985748,-0.10229127527174653,41034.43054054055,0.47651256542970455,0,1837.8290669668515,,0.40444115175437995,6.437016115950555,0.03634396323185577,142.83245372084414,106280594.70562665,2.835914967909477,0.0,0.6772715813014252
robot-failures-lp5,0.08579553961006074,2.2984967903720355,0.5487804878048781,0.8214887013279406,0.0,21.4707377041135,0.11551116275833506,2.2481483554072255,0.17912184228393113,4645.614690356941,45782.94157938051,6.293729100073149,0.2,,3589.0186265371804,,1.8222222222222222,2407.224759417491,22.877777777777776,4.189440645925416,31.724877214787156,52.67757698411758,12.709176666666668,262.6333333333333,-17.65453929539295,0.5444444444444444,-791.5444444444445,0.357204499853846,90,0,0,5,0.07915106117353309,4,164,0.0,90,90,1.558297694030996,5.434680389839685,,2.7514154187442617,-0.18287273382421174,1054.1777777777777,47.74654898673191,0,125.83884767877666,,-0.06988468054831388,-1.4237920756236488,0.012282612057190166,1.4470000000000003,45782.94157938052,4.330875947627009,0.0,0.0012559787598907704
jEdit_4.0_4.2,0.10267640107945757,2.2081480528108095,0.029197080291970802,0.5232699854205151,0.0,10.834837423888473,0.03202489843444575,0.9996540760494435,0.30203461321931574,2369.2340412021067,44478.18552144326,9.708109313097783,0.5,9.280137661016546,233.13284374879527,3.943675309966828,34.25,504.04592460687104,37.46875,3.1048310926049494,37.31970899280854,0.3770528853208669,18.9958125,985.125,57.84899635036496,22.5625,0.375,0.10297103625530371,8,0,0,2,0.25,1,274,0.0,8,7,0.6929074043489288,20.44436079419444,,0.27381147764198605,-0.051083513755056514,984.75,0.3770528853208669,0,112.53756290426864,1.260330891566613,0.14218721427722972,4.381651266149676,0.0338240179417643,27.441265060240966,44478.18552144328,2.800397615515796,1.715438551822008e-08,0.726188522358014
shuttle_seed_0_nrows_2000_nclasses_10_ncols_100_stratify_True,0.06949481723279904,2.895508670359509,0.0045,0.37332852457839966,0.0,23.306534003128473,0.05539966818172736,0.9574067222438781,0.19933247818657807,81.10740564032017,2264.889760713689,3.4987882183362635,0.2,,173.94905279053302,,222.22222222222223,149.81128887898856,11.333333333333334,3.5792758744335385,432.51405449325927,7.899756130811566,7.083533333333333,979.0,30.927555555555557,28.444444444444443,-26.77777777777778,0.2736395181698486,9,0,0,5,0.16666666666666666,4,2000,0.0,9,9,0.6636237701724828,9.58147116222541,,1.0136629607994565,-0.10402258245169395,1005.7777777777778,7.76294739916633,2,34.448737175249136,,0.233508549015272,11.452167650385597,0.019462611796956707,28.66611111111111,2264.88976071369,1.6064030762058301,1.4175145852173188e-09,0.09998708465247927
user-knowledge,0.028088714898437478,2.803557470918021,0.01240694789081886,0.36159326152916527,0.0,36.42700567441974,0.08965628012004385,2.0471020615246407,0.11190584397121597,0.006439303618384504,0.05795124186017801,5.513845474113136,0.2,0.0,0.2326376822826657,0.0,80.6,0.760217207835485,0.363,4.479393766810391,-0.7838443381666211,14.985564330926318,0.2550072,0.9640000000000001,0.41088784119106697,0.354,0.0,0.37126576563227004,5,0,0,5,0.0,4,403,0.0,5,1,1.4189430222642563,6.55134927709677,,1.0290582988132975,-0.26667332670859667,0.9640000000000001,14.888412927291215,0,0.23971042907043616,1.1959982076744415,0.027958470328263745,0.3895570005283498,0.007790792491773413,0.3913481481481481,0.05795124186017801,3.118804196691982,4.362458085132265e-06,0.057262556272861025
